公司代號名稱,決議（擬議）進度,股利所屬年(季)度,股利所屬期間,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),摘錄公司章程-股利分派部分,備註
2845 - 遠東銀,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/03,111/06/21,"747,023,571","2,939,121,837","2,874,490,968","808,280,587",0.43,0,0,"1,511,004,191",0.158,0,0,"55,520,619","第二十五條之一：本銀行年度總決算如有盈餘，於彌補虧損後，應先提30%為法定盈餘公積，並依法令規定提列特別盈餘公積後，就其餘額優先分派特別股之股息。如尚有餘額時，連同上年度累積未分配盈餘及特別盈餘公積迴轉數，作為普通股股利可分派餘額，就可分配餘額至少提撥30%分派股東紅利，由董事會按當時環境、未來發展計劃擬具盈餘分派議案，其現金股利部分不低於當年度股東紅利之10%。
前項法定盈餘公積未達資本總額前，本銀行最高現金盈餘分配，不得超過資本總額之15%。",無
2850 - 新產,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/09,111/05/27,"3,343,206","2,253,992,593","1,016,768,162","5,685,602",3.2,0,0,"1,011,082,560",0,0,0,0,"第二十七條之一：本公司年度決算如有盈餘時，應先提繳稅款，彌補虧損，次提20%為法定盈餘公積，但法定盈餘公積已達本公司資本總額時，不在此限。另依法提列或迴轉特別盈餘公積，如尚有盈餘，加計以前年度累積未分配盈餘，由董事會擬具盈餘分配案，提請股東會決議。
基於公司永續發展，健全財務規畫、提昇資金使用效率並保障投資大眾權益，本公司股利政策係採剩餘股利政策。主要係考量本公司未來之資本預算規劃來衡量年度之資金需求後，依前項規定提撥分配盈餘，其中現金股利發放比例以不低於股利總額之百分之二十五為原則。",無
2851 - 中再保,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/17,111/05/27,"344,298,756","2,065,077,075","1,466,245,769","403,546,019",1.8,0,0,"1,062,699,750",0,0,0,0,"本公司年度決算如有盈餘，除提付應納稅款
外，應先彌補以往年度虧損，次就其餘額提出
百分之二十為法定盈餘公積，並依規定提列或
迴轉特別盈餘公積，加計前期累積未分配盈餘
後，由董事會擬定盈餘分配案，提請股東會通
過後分配之。
本公司股東紅利採現金股利及股票股利互相配
合方式發放，其中現金股利至少應為股利總額
之百分之五十。",無
2852 - 第一保,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/25,111/06/23,"2,986,092","553,137,473","367,265,027","2,856,848",1.21,0,0,"364,408,179",0,0,0,0,本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之二十為法定盈餘公積，及依主管機關規定加計提列或收回特別盈餘公積，並於必要時得酌予保留盈餘外，次撥付股東股利。,無
2855 - 統一證,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/08,111/06/23,"21,548,521","4,007,434,826","2,755,671,141","4,149,902",1.89,0,0,"2,751,521,239",0,0,0,0,"第二十三條之一：本公司年度決算後如有盈餘，除依法繳納稅捐及彌補以前年度虧損外，應提出百分之十為法定盈餘公積、百分之二十為特別盈餘公積及另依法令規定提列或迴轉特別盈餘公積後，如尚有餘額併同期初未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派之。
可分配盈餘總數如未達實收資本額百分之五時，得不分配。
本公司股利政策，係以維持公司長期財務結構之健全與穩定公司未來年度業務持續成長需要，以創造股東最大利益。各年度股利分派之總數應不低於可供分配盈餘數額之百分之七十，股利分派以股票股利不低於百分之五十、現金股利不高於百分之五十為原則，但公司得視實際營運狀況及未來年度資金運用之規劃，決定最適當之現金及股票股利之發放比例。",無
2884 - 玉山金,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/11,111/06/17,"9,456,141","20,558,987,551","17,955,541,207","7,959,207",0.67,0,0,"8,947,582,000",0.67,0,0,"900,000,000",為健全財務結構，提高自有資本比率，本公司股利政策以股票股利為主，若股利所屬年度決算本公司之資本適足率高於主管機關規定標準時，得部分發放現金股利，現金股利不得低於股利總數之10%，但現金股利每股若低於0.1元，則得改以股票股利發放。,"1.嗣後如因任何原因致影響流通在外股份數量，股東之配股(息)率因此發生變動者，
提請授權董事長全權調整之。
2.本案經111年3月9日審計委員會決議通過，尚待111年3月11日董事會決議。"
2885 - 元大金,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/15,111/06/10,"43,362,127,697","34,865,957,007","74,333,941,283","52,486,556,632",1.5,0,0,"18,206,153,871",0.3,0,0,"364,123,078","本公司為持續擴充規模與增加獲利能力，配合公司長期財務規劃，並兼顧相關法
規，採取賸餘股利政策。股利發放原則為年度決算盈餘依前條規定計算可分配盈
餘後，再依據本公司營運規劃，保留所需資金，其餘部分則以分派現金股利為原
則，但現金股利不少於當年度盈餘可分配數之百分之四十。","嗣後如因事實需要、法令變更或主管機關核示致本公司流通在外股數因此發生變
動時，擬提報本（111）年度股東常會分別授權董事長及董事會於訂定除息基準日
及股票股利分配基準日(增資配股基準日)時，以該基準日之流通在外股數，重新
計算分派現金股利配息率及增資配股率。"
2888 - 新光金,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/25,111/05/27,"27,037,401,474","22,652,740,541","46,035,022,760","39,307,172,760",0.43,0,0,"6,200,000,000",0,0,0,0,"本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，
再提列法定盈餘公積，但法定盈餘公積已達本公司實收資本額
時，得不再提列，再依法令規定提列或迴轉特別盈餘公積，並
得分派特別股股息；如尚有餘額，併同累積未分配盈餘作為可
供分配之盈餘，由董事會擬具盈餘分配案，提請股東會決議分
派股東股息紅利。
本公司為持續擴充規模與增加獲利能力，並配合公司之資金需
求及長期財務規劃，股利政策係採取剩餘股利政策，以求永續
經營發展，普通股股利分配不低於可供分配盈餘屬當年度部分
之百分之二十，且分派股利時現金股利不得少於當年度股利分
派總額百分之十。
前項可供分配盈餘屬當年度部分，係指第一項可供分配之盈餘
但不含以前年度未分配盈餘及特別盈餘公積依法令規定迴轉部
分。","嗣後如有任何原因致影響流通在外股份
數量，按配股(息)基準日實際流通在外
股數調整股東配股(息)率。"
2888A - 新光金甲特,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/25,111/05/27,"27,037,401,474","22,652,740,541","46,035,022,760","39,307,172,760",1.71,0,0,"128,250,000",0,0,0,0,"本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，
再提列法定盈餘公積，但法定盈餘公積已達本公司實收資本額
時，得不再提列，再依法令規定提列或迴轉特別盈餘公積，並
得分派特別股股息；如尚有餘額，併同累積未分配盈餘作為可
供分配之盈餘，由董事會擬具盈餘分配案，提請股東會決議分
派股東股息紅利。
本公司為持續擴充規模與增加獲利能力，並配合公司之資金需
求及長期財務規劃，股利政策係採取剩餘股利政策，以求永續
經營發展，普通股股利分配不低於可供分配盈餘屬當年度部分
之百分之二十，且分派股利時現金股利不得少於當年度股利分
派總額百分之十。
前項可供分配盈餘屬當年度部分，係指第一項可供分配之盈餘
但不含以前年度未分配盈餘及特別盈餘公積依法令規定迴轉部
分。",特別股股利率年率為3.80％，按發行價格及流通在外天數計算
2888B - 新光金乙特,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/25,111/05/27,"27,037,401,474","22,652,740,541","46,035,022,760","39,307,172,760",1.8,0,0,"399,600,000",0,0,0,0,"本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，
再提列法定盈餘公積，但法定盈餘公積已達本公司實收資本額
時，得不再提列，再依法令規定提列或迴轉特別盈餘公積，並
得分派特別股股息；如尚有餘額，併同累積未分配盈餘作為可
供分配之盈餘，由董事會擬具盈餘分配案，提請股東會決議分
派股東股息紅利。
本公司為持續擴充規模與增加獲利能力，並配合公司之資金需
求及長期財務規劃，股利政策係採取剩餘股利政策，以求永續
經營發展，普通股股利分配不低於可供分配盈餘屬當年度部分
之百分之二十，且分派股利時現金股利不得少於當年度股利分
派總額百分之十。
前項可供分配盈餘屬當年度部分，係指第一項可供分配之盈餘
但不含以前年度未分配盈餘及特別盈餘公積依法令規定迴轉部
分。",特別股股利率年率為4.00％，按發行價格及流通在外天數計算
2889 - 國票金,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/14,111/05/27,"22,938,640","3,883,864,970","3,506,189,009","59,054,168",0.65,0,0,"1,948,380,561",0.5,0,0,"149,875,428","本公司為持續擴充規模與增加獲利能力，並兼顧相關法規，採取剩餘股利政策。
本公司年度總決算後如有盈餘，應先彌補累積虧損並依法繳納稅捐、提存法定盈
餘公積及依法令提列或迴轉特別盈餘公積後，餘由董事會併同期初未分配盈餘，
提撥百分之五十以上分派股東股利。
前項盈餘分配，由董事會擬定盈餘分配案，提經股東會議定；股東股利分配之比
率，現金股利不得低於當年度股利分派總數之百分之十，餘額配發股票股利。",無。
2890 - 永豐金,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/15,111/05/27,"7,801,401,718","16,211,005,253","23,309,841,411","13,165,892,706",0.8,0,0,"9,016,843,285",0.1,0,0,"112,710,542","本公司為持續擴充規模與增加獲利能力，採取剩餘股利政策。
本公司年終結算如有盈餘，應先彌補以往年度虧損並依法繳納稅捐、依法令提列法定盈餘公積及提列特別盈餘公積或迴轉特別盈餘公積後，再就其餘數優先發放甲種特別股累積未分派及當年度股息後，加計期初未分配盈餘，就其餘額提撥不低於百分之三十為普通股股利，並由董事會擬定分配案提請股東會核定之。
前項法定盈餘公積已達實收資本總額時，得免繼續提列法定盈餘公積。
依據本公司營運規劃，以分派股票股利保留所需資金為原則，其餘部分得以現金股利方式分派，其現金股利不得少於當年度股利分派總額百分之十。","1)依公司章程擬配發特別股股息總金額888,000元,已於110年度估列利息費用.
2)嗣後如因買回本公司股份、特別股轉換為普通股或其他情況,致影響流通在外
股份數量,及有股東拋棄其股利分派權利等,股東配息率及配股率因此發生變動
者,擬請股東會授權董事會調整之."
